Q3	Q4_1	Q4_2	Q4_3	Q4_4	Q5_1	Q5_2	Q5_3	Q6	Q7P_1	Q7P_2	Q7P_3	Q7P_4	Q7S_1	Q7S_2	Q7S_3	Q7S_4	Q8_1	Q8_2	Q8_3	Q10	Q15	Q15_1	Q16	Q1	CODERESP
9	10	8	10	10	10	10	10	7	10	10	10	6	8	8	8	8	7	7	9	10	10	10	7	8	329
10	10	10	10	10	10	10	10	9	10	10	10	10	10	10	10	10	8	10	10	10	9	10	8	8	813
5	7	1	1	10	8	8	8	8	8	10	10	8	10	8	8	8	8	10	1	5	8	8	10	8	1112
10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	8	1027
4	3	1	1	3	8	6	5	4	6	7	7	4	4	4	6	1	2	8	2	1	4	1	3	8	146
5	6	5	4	5	8	8	9	5	4	6	8	6	7	7	6	7	5	6	5	4	5	5	4	8	1292
5	8	2	2	2	4	4	4	5	7	7	8	2	7	5	5	1	2	2	5	5	4	4	3	8	676
4	4	2	4	4	3	3	3	4	4	4	4	2	2	2	2	2	2	2	2	1	3	1	3	8	116
9	9	9	9	9	7	8	8	9	9	9	9	9	10	10	9	9	7	8	9	9	10	9	8	8	1055
6	8	2	4	2	4	4	4	6	7	9	7	5	4	5	5	4	4	5	5	3	4	3	3	8	1073
7	8	8	9	8	8	8	9	8	8	8	9	8	8	7	8	9	8	9	8	7	8	8	8	8	1068
5	5	5	5	5	10	10	10	5	5	5	10	5	10	5	5	5	5	5	5	3	5	1	5	8	664
10	10	10	8	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	8	565
6	7	6	6	7	8	8	8	7	7	9	8	6	7	7	7	7	7	9	5	6	6	6	6	8	1084
6	6	5	5	5	6	6	6	6	5	8	3	6	6	6	6	6	6	6	6	6	6	6	6	8	643
5	5	4	1	7	10	6	6	6	8	8	4	6	5	6	5	6	4	4	2	1	3	1	2	8	881
7	5	5	5	5	5	5	5	7	7	6	6	4	3	5	4	5	1	1	6	6	6	6	6	8	538
4	7	3	4	4	5	4	5	4	7	7	4	5	6	6	6	4	4	3	4	3	5	2	2	8	1232
2	6	3	1	4	3	3	3	2	1	3	3	2	3	3	3	3	2	1	3	3	1	1	1	8	792
7	10	8	7	7	9	9	9	7	7	10	6	7	7	4	7	2	7	9	6	7	6	6	5	8	1193
5	8	7	7	7	7	8	8	6	8	8	8	7	8	8	8	7	7	7	6	5	6	6	6	8	111
5	7	6	6	6	7	7	6	5	8	7	7	6	8	7	7	7	6	6	6	5	6	6	5	8	1270
4	4	5	6	5	5	4	7	5	4	3	4	5	4	4	4	2	4	4	5	4	5	4	5	8	480
1	10	5	11	7	11	11	10	10	11	10	5	5	11	8	7	11	11	5	5	1	8	7	7	9	1067
10	11	11	8	11	10	10	10	10	8	11	10	10	10	11	10	11	10	10	11	10	10	10	8	9	706
7	8	11	11	7	6	6	6	6	10	8	10	11	8	8	6	11	11	8	11	10	98	5	8	9	579
8	10	5	8	8	8	8	8	5	5	10	3	11	8	7	11	11	11	11	11	10	98	5	5	9	254
8	7	6	11	6	11	6	6	5	5	6	8	7	11	6	11	11	5	11	5	4	5	5	5	9	1214
10	10	10	10	10	10	10	10	5	10	10	10	11	11	10	11	10	11	11	11	10	10	10	10	9	856
10	10	8	11	10	6	6	6	5	10	10	10	5	11	11	11	11	8	8	11	10	10	10	10	9	289
10	10	10	11	9	10	11	8	10	10	10	10	10	10	10	10	9	11	11	11	10	9	7	8	9	694
10	10	10	9	10	10	10	10	10	10	10	10	11	11	10	11	10	11	11	10	10	10	10	10	9	93
7	7	6	7	8	9	8	11	8	9	10	10	11	10	8	10	8	11	10	11	10	98	8	8	9	773
8	7	11	8	8	10	10	10	8	10	10	10	11	11	11	9	4	7	8	8	10	98	8	6	9	1273
6	10	5	6	6	7	5	5	5	5	10	10	11	11	5	11	11	2	5	11	8	2	7	5	9	15
8	9	9	11	9	9	9	9	8	10	10	10	7	9	6	9	11	11	11	11	9	9	8	5	9	718
8	10	8	8	8	9	9	9	5	10	10	11	11	11	8	11	11	5	8	4	10	5	5	7	9	5
10	10	11	10	10	8	10	11	10	11	10	8	10	10	10	10	10	11	10	11	7	6	10	10	9	760
9	8	8	10	9	9	9	11	9	9	9	9	11	9	11	9	11	6	6	11	10	9	8	9	9	128
8	7	6	6	7	11	10	10	7	5	8	4	11	11	6	11	5	11	8	4	10	5	1	5	9	441
5	8	8	11	8	11	9	9	6	9	9	9	11	7	8	8	4	5	9	11	8	98	5	7	9	1012
8	7	7	8	7	9	7	7	6	9	9	8	11	11	7	11	11	8	8	7	8	98	7	5	9	777
8	10	10	10	10	10	10	10	8	8	8	9	11	11	10	11	11	8	9	11	8	10	10	7	9	941
7	7	5	8	8	10	10	10	1	7	10	8	11	10	11	11	5	5	8	11	10	4	7	8	9	358
8	8	8	8	8	8	11	8	1	1	1	10	5	10	5	11	11	9	9	8	10	98	10	10	9	989
10	10	10	11	9	11	10	8	9	10	10	10	8	10	10	10	11	8	10	11	10	10	10	10	9	633
8	8	8	8	8	9	9	9	8	11	8	10	10	11	10	11	11	6	8	6	10	5	5	7	9	1272
5	5	3	5	7	5	5	5	5	5	8	10	11	5	11	11	11	8	5	5	4	5	1	7	9	55
6	9	8	8	8	9	11	9	9	8	9	10	7	11	7	11	7	11	8	8	10	8	8	7	9	53
9	8	8	9	9	10	10	8	6	8	10	5	11	10	10	10	11	11	10	11	9	8	10	9	9	350
6	10	9	11	10	11	9	9	10	8	10	10	11	10	8	9	11	10	10	5	10	7	7	9	9	333
9	10	10	10	10	9	10	10	9	9	10	10	9	10	9	11	9	11	11	11	8	9	9	8	9	1258
8	7	11	6	9	6	10	8	5	11	9	3	11	5	2	11	3	5	7	3	10	5	7	8	9	827
6	7	11	11	5	7	5	5	7	3	8	8	5	7	11	5	5	5	8	11	10	5	5	7	9	1265
8	9	7	11	8	10	8	10	7	10	10	10	11	9	9	10	11	6	9	11	10	8	10	9	9	1162
8	10	7	8	8	8	11	11	10	8	8	8	10	8	8	11	10	8	8	7	10	7	7	6	9	164
7	5	5	5	5	11	11	11	8	7	10	6	10	6	5	7	7	8	8	8	8	7	9	7	9	895
10	10	10	10	10	10	10	10	10	11	5	11	10	10	10	10	10	10	10	11	10	10	9	10	9	925
3	3	1	5	1	5	1	1	3	5	10	3	1	11	3	11	11	1	10	3	10	3	1	3	9	897
8	8	8	11	9	9	9	9	9	9	10	9	11	9	9	9	8	8	9	11	10	8	8	8	9	352
6	6	11	11	6	8	8	8	7	6	8	8	8	4	5	5	6	6	7	11	5	5	5	5	9	749
8	10	10	11	10	10	10	10	9	10	10	10	11	10	6	10	11	10	10	8	10	10	10	7	9	84
5	8	4	5	5	7	7	5	7	10	10	7	11	7	8	7	11	4	8	11	5	4	4	4	9	213
9	8	8	7	8	8	8	8	7	8	7	8	8	11	8	8	8	6	7	11	5	98	5	5	9	465
9	8	11	5	10	10	10	10	5	10	10	10	5	11	10	10	2	5	9	11	10	5	7	8	9	94
7	8	6	11	9	9	9	9	8	5	10	8	11	10	4	9	1	7	7	11	8	8	5	7	9	1141
10	10	10	8	10	10	10	10	5	9	10	10	11	10	10	10	11	10	10	11	10	10	10	10	9	640
6	6	6	9	7	8	8	7	7	7	10	5	11	11	7	11	7	6	6	6	8	6	6	6	9	655
7	7	7	6	7	9	9	9	7	7	7	7	11	11	7	11	7	7	7	6	6	7	6	7	9	477
9	8	6	8	9	9	7	7	9	10	10	10	7	8	8	5	7	11	11	7	5	7	7	9	9	244
10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	11	10	98	10	5	9	149
6	9	9	11	9	10	10	10	10	9	9	9	5	9	5	9	11	8	8	9	10	9	10	5	9	840
8	8	8	11	8	9	9	9	10	9	9	7	6	9	6	9	11	7	7	7	8	8	9	5	9	323
10	8	5	5	5	5	5	5	7	10	10	10	11	10	10	10	10	7	7	11	5	10	10	5	9	1103
5	9	8	11	8	6	6	6	8	8	8	5	5	9	4	9	11	6	6	6	10	6	9	2	9	726
7	8	6	11	8	10	10	10	8	10	10	10	5	7	5	7	6	8	10	10	10	98	10	9	9	257
10	10	10	10	10	10	10	10	10	10	10	10	10	10	11	11	10	10	10	10	10	10	10	10	9	862
8	9	7	11	8	10	10	10	8	6	10	5	5	8	5	8	11	6	6	6	10	6	7	4	9	476
7	8	7	8	8	9	8	8	5	7	10	8	6	9	8	7	11	9	8	4	3	98	5	7	9	748
10	10	10	11	10	10	10	10	10	10	10	10	10	10	10	10	10	10	11	10	10	10	10	10	9	795
10	10	10	11	10	9	9	9	8	8	8	7	8	8	7	8	11	8	8	8	10	9	9	6	9	1008
9	9	8	9	8	9	9	9	9	9	9	9	7	10	9	9	11	9	10	11	10	10	10	10	9	484
8	10	7	9	9	8	8	8	9	10	10	10	8	7	7	8	11	7	10	11	10	7	8	8	9	1011
3	10	10	11	10	8	10	8	10	10	10	5	11	10	10	10	7	10	10	8	10	8	10	10	9	793
8	8	7	11	8	10	10	10	8	9	9	6	6	7	6	8	11	7	7	8	10	8	8	4	9	425
10	8	7	7	10	10	10	10	10	8	10	10	11	10	9	11	8	10	10	8	10	10	6	7	9	1091
8	9	7	8	9	10	8	8	9	11	9	6	5	8	8	8	4	7	7	6	10	98	7	7	9	1218
7	8	8	8	9	8	7	8	8	8	9	8	8	8	6	8	5	8	11	11	5	5	8	8	9	124
8	6	7	5	8	10	10	10	5	10	7	6	11	8	7	8	3	5	8	11	10	5	5	6	9	327
8	8	9	9	10	7	7	7	7	8	10	10	7	11	7	7	11	9	9	9	10	10	8	8	9	567
10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	11	10	10	11	10	10	10	10	9	12
8	8	8	8	8	8	10	8	8	8	10	10	10	11	8	10	11	8	8	8	10	8	9	8	9	592
7	8	7	5	7	11	6	7	7	8	9	9	5	5	5	7	5	6	8	3	5	98	5	5	9	1001
5	7	7	7	8	7	7	7	6	7	10	5	11	7	8	7	7	6	8	11	10	7	5	7	9	325
8	9	9	9	9	9	9	9	8	7	10	9	9	10	10	11	11	9	9	7	7	8	8	9	9	1075
8	7	6	11	8	10	10	8	9	10	10	10	11	9	7	9	8	8	9	7	10	10	7	8	9	248
8	8	11	8	8	10	10	10	8	8	8	8	8	7	7	7	7	7	8	11	10	8	8	9	9	1195
7	11	11	6	5	8	8	8	7	5	10	6	7	5	4	7	4	6	6	5	7	5	7	6	9	917
8	10	9	8	10	10	10	10	5	10	10	10	10	10	10	10	11	8	10	10	10	10	10	10	9	678
9	8	8	9	9	9	9	8	9	8	9	9	9	9	8	11	9	9	8	8	9	9	9	9	9	1125
10	10	10	10	10	10	10	10	10	10	10	8	10	10	10	11	10	10	10	10	10	10	10	9	9	1113
9	10	8	8	9	7	9	7	8	9	10	6	7	8	7	9	6	7	9	11	8	8	8	7	9	251
10	8	8	9	9	8	7	9	8	10	10	9	11	8	8	8	7	8	9	8	10	8	8	8	9	1239
8	7	7	8	8	10	10	10	9	10	10	8	7	8	8	8	6	8	8	7	10	98	6	9	9	51
9	8	8	9	9	9	9	9	8	10	10	10	8	9	9	9	5	10	10	11	10	8	9	10	9	141
10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	11	10	10	10	10	9	269
7	7	6	8	6	10	10	10	7	8	9	7	5	8	7	7	6	5	7	7	10	98	5	6	9	89
10	10	10	9	10	9	11	10	6	5	10	10	7	10	8	8	6	6	8	5	10	8	8	5	9	955
4	5	5	8	8	5	5	5	6	5	8	8	11	3	5	5	5	4	8	3	10	5	3	5	9	549
9	8	8	10	10	8	10	8	8	8	10	7	8	11	8	9	6	9	9	8	8	10	10	10	9	669
7	8	8	6	7	8	8	8	8	8	10	10	11	9	8	8	7	7	9	7	10	8	8	8	9	39
8	9	9	8	10	10	10	10	10	10	10	10	9	10	10	10	9	9	9	11	10	8	8	9	9	7
8	10	7	6	10	10	10	10	5	10	9	10	11	3	10	6	2	6	10	1	10	10	7	6	9	262
8	10	8	8	8	8	8	8	8	8	10	10	7	8	7	7	6	7	8	11	8	8	8	8	9	741
8	9	9	9	9	10	10	10	9	10	9	10	11	9	10	10	10	9	10	9	10	10	10	8	9	1211
5	5	1	2	11	2	10	2	1	2	4	5	1	5	1	5	1	3	1	2	5	5	1	3	9	1089
8	10	7	10	10	10	7	7	5	10	10	6	8	10	10	7	5	5	8	5	7	98	8	10	9	315
8	5	5	5	8	5	5	5	8	5	10	10	5	11	8	8	5	8	8	5	5	8	8	6	9	1092
8	8	8	8	8	7	10	10	9	9	9	8	8	9	8	9	11	8	8	8	10	8	8	8	9	1028
7	9	7	5	10	9	8	7	8	8	10	10	8	10	8	7	11	8	10	8	2	9	2	7	9	196
10	9	9	10	10	10	10	10	5	10	10	11	10	10	10	10	8	10	10	10	10	10	10	9	9	524
8	8	8	8	9	5	8	8	8	9	9	6	8	8	7	8	7	8	8	11	10	8	8	8	9	970
5	7	7	7	7	10	10	10	7	7	8	9	5	8	7	8	5	11	10	4	8	5	5	5	9	797
7	10	9	9	9	8	8	9	5	8	10	10	9	10	10	10	10	5	7	11	10	8	10	8	9	626
7	7	5	6	5	8	8	8	7	8	8	8	11	7	5	5	5	5	5	5	8	5	5	5	9	788
8	10	10	10	10	10	10	10	9	10	10	10	9	10	10	10	11	10	10	8	10	6	9	9	9	1286
10	10	10	10	10	9	9	9	9	9	10	9	10	10	10	10	10	10	10	11	10	10	10	10	9	1178
8	8	8	9	9	9	9	9	8	9	9	8	11	9	9	9	6	8	9	9	9	9	9	8	9	28
6	8	5	6	6	7	7	7	6	7	7	3	11	8	5	6	3	7	7	5	7	6	3	7	9	382
8	9	4	2	7	4	6	8	7	5	10	10	6	8	3	6	2	6	9	11	6	8	5	7	9	935
5	7	5	6	7	8	8	8	5	8	9	8	11	4	5	5	5	6	8	5	6	5	5	6	9	472
7	7	7	7	7	10	10	10	8	8	10	4	8	9	9	9	6	8	8	6	10	98	8	6	9	77
10	10	10	8	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	9	968
10	9	9	9	8	8	10	9	9	10	10	10	9	10	9	10	9	10	10	8	10	10	10	10	9	1184
9	10	10	9	9	10	9	9	10	10	10	10	10	10	9	9	9	10	10	9	10	10	10	9	9	1203
9	9	8	8	9	9	9	9	9	9	9	8	8	8	8	9	8	8	8	8	10	10	10	8	9	539
10	10	10	10	10	10	10	10	10	10	9	10	10	10	10	10	10	10	10	8	10	10	10	10	9	756
10	9	9	9	9	9	9	9	10	9	10	10	8	9	8	8	7	8	8	8	10	7	7	9	9	246
9	8	8	9	10	8	8	8	7	9	10	10	8	9	10	10	8	5	9	9	10	9	9	9	9	1291
9	9	7	10	9	8	9	8	9	9	10	8	9	9	8	9	6	8	9	6	10	8	8	9	9	869
7	7	7	7	8	7	8	6	7	6	8	8	7	7	7	8	7	7	8	6	8	8	7	6	9	878
8	8	7	8	8	8	10	8	8	8	8	9	7	8	8	9	8	7	8	6	10	9	8	8	9	794
9	8	8	9	8	9	8	8	8	8	9	10	8	8	8	9	7	9	9	9	9	7	8	8	9	1150
8	8	8	8	8	8	8	8	8	8	8	8	8	8	10	10	9	8	9	9	10	8	10	9	9	940
5	5	5	7	6	8	8	6	5	7	4	1	6	5	7	7	5	5	5	1	8	7	7	7	9	506
10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	9	645
10	9	9	8	8	10	10	9	9	8	10	8	5	7	8	8	5	8	9	6	3	1	7	9	9	20
7	9	6	6	8	6	7	6	6	10	8	9	6	7	8	7	5	6	8	5	5	7	7	6	9	384
8	10	8	6	10	9	10	8	8	10	10	10	7	10	8	10	8	8	10	6	10	8	8	9	9	996
6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	9	1241
8	8	8	8	8	8	8	10	9	10	10	10	8	10	8	8	8	8	8	8	10	10	10	8	9	949
8	8	8	8	8	10	10	10	9	8	8	8	8	7	8	8	8	8	8	5	8	5	6	10	9	459
10	10	10	10	10	10	10	10	10	10	10	10	10	10	9	10	10	10	10	10	10	10	10	10	9	32
5	7	7	7	6	8	8	5	5	8	10	8	5	5	5	5	3	5	7	5	10	5	5	6	9	1035
6	4	5	6	6	5	5	5	5	8	10	8	6	5	6	7	6	4	5	5	1	6	6	5	9	1163
9	9	8	10	9	10	10	8	9	9	10	8	9	8	9	9	7	8	9	9	10	9	10	9	9	584
7	5	5	5	5	5	5	5	7	6	8	7	7	8	8	8	6	7	7	5	5	5	7	8	9	546
9	10	9	8	10	9	10	9	10	8	9	10	8	10	9	9	8	9	9	9	10	8	9	9	9	662
2	5	2	2	4	3	3	3	5	1	8	8	2	7	4	7	3	5	8	4	1	3	1	4	9	1260
8	9	9	9	9	10	10	10	9	10	10	9	9	8	8	9	6	7	9	8	10	9	10	8	9	961
6	8	6	7	8	7	7	5	5	7	9	6	6	6	7	6	5	5	5	6	8	6	7	7	9	586
8	7	7	6	9	8	8	7	6	9	10	9	6	9	8	8	7	7	9	7	10	7	7	7	9	37
8	10	6	6	8	9	10	8	8	10	10	8	8	6	4	7	4	7	8	5	6	8	7	7	9	49
5	5	5	8	8	8	8	8	5	8	8	8	5	8	5	8	5	8	8	8	8	8	8	8	9	1174
6	9	9	8	9	10	10	10	9	9	9	9	8	9	9	8	9	8	8	8	9	6	9	9	9	855
9	10	9	10	9	10	10	10	9	9	10	8	8	10	10	10	8	8	10	6	10	8	10	8	9	886
6	8	8	8	6	9	9	9	7	7	9	6	7	9	9	8	6	8	7	5	1	5	5	5	9	286
5	5	5	3	7	6	7	7	6	8	9	10	10	8	9	9	6	5	6	5	10	6	7	7	9	816
8	10	10	10	10	10	6	6	7	10	10	8	7	9	10	7	8	7	7	8	10	10	8	7	9	181
8	5	5	7	7	7	8	8	5	8	8	8	8	8	7	7	5	7	7	7	7	5	5	5	9	486
4	4	3	6	4	6	6	7	5	3	8	2	4	6	6	4	4	2	4	3	2	4	4	4	9	712
8	8	8	9	9	8	8	8	9	9	10	9	9	10	9	9	8	8	9	8	10	9	10	10	9	221
5	8	5	7	5	9	9	9	5	9	7	8	8	7	8	7	7	7	8	5	10	7	7	7	9	1210
10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	9	559
8	9	9	10	9	8	10	10	8	9	10	9	10	10	10	9	8	10	10	6	10	7	7	8	9	1238
9	8	10	10	9	8	9	9	9	9	10	4	7	6	6	7	7	9	7	8	9	9	10	8	9	637
10	10	10	10	10	10	10	10	8	10	10	8	10	10	10	10	8	8	8	10	10	8	10	10	9	1019
8	8	8	10	10	8	8	9	7	10	10	10	10	10	10	8	8	10	10	8	10	8	10	10	9	852
10	10	10	10	10	10	10	10	8	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	9	21
9	10	8	8	10	10	10	10	8	10	10	10	8	10	8	10	10	7	8	8	10	10	10	8	9	602
7	7	6	7	7	9	9	9	7	7	10	9	6	7	7	7	4	7	7	1	10	6	6	6	9	1071
10	10	7	10	10	10	10	10	8	10	10	10	7	10	10	10	7	10	10	10	10	10	10	9	9	531
10	9	9	10	10	10	10	10	10	10	10	10	9	10	9	10	8	10	10	9	10	10	10	10	9	1251
7	5	5	5	5	6	6	6	7	6	6	6	7	6	6	6	6	6	6	8	8	6	6	8	9	1290
6	8	5	8	8	10	10	10	7	7	9	9	7	8	7	8	9	5	5	6	7	7	7	8	9	740
4	2	5	3	3	4	4	5	5	5	3	4	5	4	3	5	5	4	4	5	6	5	7	4	9	1096
6	5	5	5	5	5	5	5	5	6	6	4	5	6	6	6	4	5	5	3	5	5	5	5	9	864
8	9	7	7	10	8	9	8	7	8	10	9	6	7	7	8	5	5	8	8	9	6	9	7	9	414
3	4	3	4	3	4	4	4	3	5	5	3	4	2	3	3	3	3	3	3	3	4	2	3	9	1226
10	10	10	10	10	10	10	10	9	10	10	10	9	10	10	10	10	10	10	10	10	10	10	10	9	428
9	10	10	10	10	10	10	10	8	10	10	10	9	10	10	10	8	9	9	7	10	8	8	8	9	1262
6	7	6	11	7	9	8	8	7	5	8	11	11	9	8	11	11	5	7	11	6	98	3	5	10	837
8	9	11	11	9	10	10	10	7	11	10	9	8	11	7	11	8	8	8	11	8	98	7	7	10	891
2	9	11	11	5	11	8	11	7	8	10	9	11	10	8	9	7	4	8	11	5	5	5	5	10	1107
7	7	5	11	6	8	8	8	8	10	10	10	11	11	8	11	5	5	6	11	5	5	5	6	10	1281
9	10	11	11	10	10	10	10	9	9	9	9	11	9	11	10	11	6	6	7	10	9	10	6	10	405
10	10	11	10	10	10	10	10	10	10	10	10	11	10	10	10	10	11	10	11	10	98	10	10	10	120
6	7	7	11	8	10	10	10	5	7	7	11	11	6	4	6	11	6	6	11	10	6	10	6	10	1033
1	5	1	11	8	1	5	1	1	1	8	6	11	5	5	11	11	11	1	1	1	1	1	1	10	798
5	7	6	11	11	8	8	8	8	11	10	10	11	10	10	10	10	8	8	11	10	8	5	9	10	383
9	10	7	11	9	11	9	9	9	9	9	9	9	9	9	11	11	9	9	11	9	9	9	9	10	387
7	8	6	11	7	8	4	8	5	9	9	7	11	11	4	7	11	5	8	11	8	6	7	6	10	453
10	10	11	11	10	10	10	10	7	7	10	10	11	8	6	7	8	7	8	11	1	5	8	1	10	1159
8	11	5	11	6	7	6	6	6	10	7	1	7	8	5	8	11	6	7	11	10	5	5	6	10	1009
2	7	7	7	7	8	8	8	8	10	9	9	11	9	8	8	11	2	2	11	5	98	7	9	10	999
9	9	9	11	9	10	10	10	8	8	8	7	11	8	9	8	11	7	8	7	9	98	8	9	10	497
9	10	9	11	9	9	8	8	5	10	10	5	11	10	9	11	11	6	8	4	10	7	8	8	10	16
5	5	4	11	4	5	5	5	5	5	5	1	11	11	5	5	5	5	5	11	10	5	5	5	10	814
8	9	8	8	8	9	10	9	9	9	10	8	11	11	9	11	7	7	8	8	8	8	5	9	10	260
3	10	4	11	5	5	1	1	5	10	8	10	1	3	5	5	11	3	5	2	5	98	1	4	10	72
10	10	10	11	10	8	10	10	10	7	10	8	8	10	10	10	11	11	10	7	10	8	8	8	10	373
10	8	8	8	8	8	8	8	8	10	10	10	8	11	8	11	8	8	8	11	10	8	8	8	10	1271
8	9	8	10	9	9	9	11	9	10	10	7	5	9	8	9	11	7	11	10	10	8	9	5	10	14
8	10	10	8	10	7	9	11	10	10	10	8	11	8	8	10	8	8	8	11	10	10	10	8	10	73
4	10	4	11	6	9	9	9	8	10	10	7	3	4	4	7	1	5	8	11	10	98	5	8	10	519
8	7	4	6	8	5	8	5	6	8	10	8	5	11	6	8	5	11	11	7	8	7	7	7	10	457
5	5	5	8	5	5	2	8	4	6	6	8	11	10	7	6	6	7	7	11	3	7	3	4	10	454
8	7	7	7	7	8	9	9	8	7	8	8	8	8	8	8	6	7	7	11	8	98	7	8	10	1177
7	8	8	11	7	7	10	10	8	7	8	8	7	7	7	7	11	7	8	7	8	7	7	7	10	1173
7	7	6	6	8	7	7	7	5	8	8	8	5	6	8	5	5	11	11	5	10	7	5	7	10	233
7	9	11	9	9	10	10	10	8	5	9	10	8	8	9	8	5	6	11	9	10	8	9	10	10	273
8	8	8	8	9	8	8	8	8	9	9	9	11	8	8	8	8	10	9	11	9	10	10	9	10	258
10	10	10	7	8	8	10	10	10	10	10	4	11	10	9	10	7	7	9	11	10	8	10	10	10	621
9	9	8	8	8	10	10	10	9	9	10	11	8	9	9	9	8	9	9	11	10	9	9	9	10	1083
9	10	9	10	9	10	10	11	8	10	10	10	9	9	9	10	7	8	10	11	10	10	10	10	10	48
9	9	7	11	9	9	10	10	10	10	10	10	11	7	7	9	8	7	10	7	8	8	8	10	10	967
8	8	8	8	8	10	10	10	8	8	8	5	7	8	8	8	8	11	7	11	8	8	8	8	10	334
8	10	10	10	10	10	10	10	8	10	10	8	11	10	10	10	10	8	10	11	10	8	8	10	10	654
10	10	10	10	10	10	10	10	7	10	10	10	8	10	10	10	11	10	10	6	10	98	10	8	10	709
6	6	4	4	7	8	10	8	6	1	3	4	11	6	5	5	11	5	6	6	1	6	7	6	10	902
5	9	6	6	8	10	10	10	8	7	10	7	9	11	8	11	5	7	8	6	7	7	7	5	10	185
10	10	8	8	8	9	9	9	8	8	10	10	11	10	10	8	11	6	9	10	10	10	10	8	10	909
8	8	8	8	9	8	10	10	9	9	10	7	8	10	9	8	7	7	8	11	10	9	9	9	10	890
5	6	6	7	6	10	8	7	5	5	10	3	11	7	6	6	2	5	8	7	7	5	5	5	10	222
9	7	8	8	8	10	10	10	9	8	9	8	8	8	8	7	8	7	7	7	10	98	5	8	10	1126
9	10	10	10	10	8	10	10	8	10	10	8	8	9	9	9	9	8	10	11	10	8	8	8	10	1209
3	1	3	6	5	10	5	6	3	1	3	1	5	4	7	11	2	2	5	2	1	4	2	3	10	914
8	8	8	11	8	8	10	10	8	8	10	8	6	10	8	8	10	8	8	5	8	8	8	6	10	721
6	7	6	11	7	9	10	10	6	7	9	6	6	9	8	8	6	6	8	5	6	7	7	6	10	330
9	8	8	7	10	9	9	10	8	9	10	10	8	8	8	9	8	8	8	11	8	8	9	8	10	644
9	10	7	9	9	8	10	11	10	5	10	10	10	10	10	10	8	7	10	10	10	10	10	10	10	649
9	9	8	9	9	9	9	9	9	9	10	10	9	9	8	9	11	8	9	8	9	9	9	9	10	317
10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	11	10	10	10	10	10	927
8	9	7	6	6	8	8	7	8	9	9	9	7	9	8	9	8	8	8	11	10	7	8	8	10	638
7	6	7	7	7	5	5	5	6	5	7	7	11	6	5	7	6	6	7	6	6	8	4	5	10	627
3	5	4	5	5	5	5	5	4	5	5	5	11	6	6	6	5	5	5	5	4	6	5	5	10	1121
4	8	6	7	8	8	8	8	7	8	9	7	8	8	8	9	11	7	8	7	8	8	4	8	10	576
8	7	7	7	7	8	8	8	5	8	8	8	11	8	8	8	8	8	8	8	10	9	9	8	10	695
3	5	2	4	2	7	9	9	1	4	7	5	11	1	4	1	2	3	3	5	5	6	4	5	10	1070
9	10	10	11	10	10	10	10	9	10	10	10	9	10	10	10	10	10	10	9	10	10	10	10	10	1168
8	9	9	9	9	8	8	8	8	8	9	7	11	9	8	9	8	8	8	7	9	8	8	8	10	705
8	9	8	8	9	7	8	7	6	9	8	9	8	8	7	8	8	7	7	6	10	8	9	6	10	1247
8	9	8	8	9	7	8	7	7	7	8	8	7	9	8	9	7	7	8	7	10	10	10	8	10	863
8	10	8	8	8	9	10	10	10	8	9	9	7	10	8	10	8	7	9	7	10	9	9	8	10	767
10	10	8	10	10	8	10	10	7	10	10	8	10	10	6	10	5	8	10	8	9	10	10	8	10	992
8	5	5	5	7	8	5	5	6	9	9	2	5	8	7	6	5	5	8	6	9	7	7	7	10	61
7	9	8	7	9	10	10	10	8	9	9	10	8	8	8	8	6	7	7	7	10	8	9	7	10	874
8	8	6	8	8	9	9	9	6	10	10	10	10	5	6	5	6	8	8	8	8	8	8	6	10	351
10	10	10	10	10	8	6	7	10	10	10	10	10	10	10	10	10	9	10	8	10	10	10	10	10	1069
8	8	7	7	9	10	10	10	9	7	10	4	6	8	8	8	7	7	9	5	8	8	8	8	10	1288
9	10	9	10	10	7	7	8	9	10	9	7	7	8	10	10	8	7	8	8	10	8	9	7	10	1059
9	9	8	8	8	9	9	9	9	9	9	8	8	8	7	8	7	8	9	8	10	9	9	9	10	338
9	10	8	9	10	10	10	10	10	10	10	8	9	10	10	10	8	10	8	8	10	9	9	9	10	1186
6	6	6	6	6	8	8	8	8	10	7	4	6	8	7	6	7	6	8	6	10	8	8	7	10	109
